title,condition,transmission,make,model,year,location,price
Honda CR-V 2.4 EX Automatic 2009 Black,local used,automatic,Honda,CR-V,,Surulere,"₦ 5,800,000"
Lexus GX 460 2011 Black,local used,automatic,Lexus,GX,,Central Business District,"₦ 21,500,000"
Mercedes-Benz G-Class G 63 AMG 2021 Matt Black,foreign used,automatic,,,,Central Business District,"₦ 330,000,000"
Lexus ES 330 2005 White,local used,automatic,Lexus,ES,,Benin City,"₦ 6,200,000"
Hyundai Elantra GLS 2010 Black,local used,automatic,Hyundai,Elantra,,Magodo,"₦ 5,800,000"
Mercedes-Benz GLK-Class 350 4MATIC 2010 Gray,local used,automatic,,,,Onitsha,"₦ 10,000,000"
Jaguar XE 25t RWD 2017 Silver,local used,automatic,Jaguar,XE,,Mabushi,"₦ 20,500,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2016 Black,local used,automatic,Toyota,Camry,,Durumi,"₦ 13,200,000"
Toyota Camry 2004 Blue,local used,automatic,Toyota,Camry,2004,Port-Harcourt,"₦ 4,650,000"
Cadillac Escalade 2010 Brown,local used,automatic,Cadillac,Escalade,2010,Port-Harcourt,"₦ 7,500,000"
Toyota Corolla LE 2006 Blue,local used,automatic,Toyota,Corolla,,Ikorodu,"₦ 5,500,000"
Honda Crosstour 3.5 AWD 2010 Gray,local used,automatic,Honda,Crosstour,,Ajah,"₦ 7,800,000"
Toyota Camry 2001 Gray,local used,automatic,Toyota,Camry,2001,Yaba,"₦ 2,600,000"
Lexus RX 330 2005 Burgundy,local used,automatic,Lexus,RX,,Agege,"₦ 8,800,000"
Nissan Altima 2010 White,local used,automatic,Nissan,Altima,2010,Ikeja,"₦ 5,550,000"
Toyota Camry 2004 Black,local used,automatic,Toyota,Camry,2004,Ikeja,"₦ 5,800,000"
Toyota Camry LE 2025 Silver,local used,automatic,Toyota,Camry,,Lokoja,"₦ 8,500,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6AM) 2010 Black,foreign used,automatic,Toyota,Camry,,Ojodu,"₦ 11,000,000"
Acura MDX Sport 4dr AWD (3.7L 6cyl 5A) 2008 Silver,local used,automatic,Acura,MDX,,Ikeja,"₦ 5,000,000"
Toyota Land Cruiser 2023 Black,local used,automatic,Toyota,Land,,Asokoro,"₦ 60,000,000"
Toyota Sienna XLE 7-Passenger AWD 2021 Brown,local used,automatic,Toyota,Sienna,,Lekki,"₦ 83,000,000"
Lexus RX 350 2009 Silver,foreign used,automatic,Lexus,RX,,Alimosho,"₦ 13,800,000"
Hyundai Santa Cruz 2.5 Turbo AWD 2022 Beige,foreign used,automatic,Hyundai,Santa,,Lekki,"₦ 49,500,000"
Mercedes-Benz M Class 2015 Gray,foreign used,automatic,,,,Gbagada,"₦ 30,000,000"
Hyundai Sonata Limited 2.0T Sedan (2.0L 4cyl 6A) 2012 Blue,foreign used,automatic,Hyundai,Sonata,,Ikeja,"₦ 13,500,000"
Mercedes-Benz GLK-Class 350 4MATIC 2010 Gray,local used,automatic,,,,Ikeja,"₦ 13,000,000"
Honda Accord 2015 Blue,local used,automatic,Honda,Accord,2015,Agege,"₦ 9,200,000"
Toyota Highlander XLE 4x4 V6 (3.5L 6cyl 8A) 2018 Gray,foreign used,automatic,Toyota,Highlander,,Central Business District,"₦ 38,000,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5M) 2003 Black,local used,automatic,Toyota,Camry,,Nyanya,"₦ 3,500,000"
Toyota Camry LE V6 4dr Sedan (3.5L 6cyl 6AM) 2009 Gray,local used,automatic,Toyota,Camry,,Agege,"₦ 7,000,000"
Toyota Venza XLE 4dr Wagon (3.5L 6cyl 6A) 2014 White,foreign used,automatic,Toyota,Venza,,Ajah,"₦ 23,000,000"
Toyota Camry LE 4dr Sedan (2.2L 4cyl 4A) 2001 Burgundy,local used,automatic,Toyota,Camry,,Abule Egba,"₦ 2,950,000"
Lexus ES 330 2006 Black,local used,automatic,Lexus,ES,,Agege,"₦ 5,800,000"
Honda Accord 2016 Gray,foreign used,automatic,Honda,Accord,2016,Mabushi,"₦ 22,000,000"
Lexus RX 350 FWD 2013 Pearl,foreign used,automatic,Lexus,RX,,Gwarinpa,"₦ 23,000,000"
Mercedes-Benz C300 Sport 4Matic Sedan AWD (3.5L 6cyl 7A) 2013 Red,foreign used,automatic,,,,Wuse 2,"₦ 11,300,000"
Hyundai Sonata 2014 Silver,local used,automatic,Hyundai,Sonata,2014,Lokogoma,"₦ 7,500,000"
Toyota Highlander 2018 Gray,foreign used,automatic,Toyota,Highlander,2018,Lokogoma,"₦ 37,500,000"
Mercedes-Benz G-Class Base G 55 AMG 4x4 2007 Black,local used,automatic,,,,Central Business District,"₦ 70,000,000"
Lexus ES 350 FWD 2016 Black,local used,automatic,Lexus,ES,,Central Business District,"₦ 30,000,000"
Toyota Camry 2017 Silver,local used,automatic,Toyota,Camry,2017,Owerri,"₦ 19,500,000"
Toyota Highlander 2013 Black,foreign used,automatic,Toyota,Highlander,2013,Port-Harcourt,"₦ 16,500,000"
Lexus ES 350 2007 Red,foreign used,automatic,Lexus,ES,,Agege,"₦ 16,000,000"
Toyota Highlander Limited 2010 Silver,local used,automatic,Toyota,Highlander,,Ogba,"₦ 11,700,000"
Mazda CX-9 2007 Blue,local used,automatic,Mazda,CX-9,2007,Ogba,"₦ 6,900,000"
Hyundai Santa Fe 2016 Silver,foreign used,automatic,Hyundai,Santa,,Ogba,"₦ 22,500,000"
Kia Rio 2012 Beige,foreign used,automatic,Kia,Rio,2012,Ogba,"₦ 10,800,000"
Toyota Land Cruiser Prado 4.0 Petrol TX-L 2015 Black,foreign used,automatic,Toyota,Land,,Amuwo-Odofin,"₦ 65,000,000"
Toyota Highlander Limited 3.5L 2WD 2013 Silver,foreign used,automatic,Toyota,Highlander,,Amuwo-Odofin,"₦ 22,700,000"
Toyota Corolla LE Special Edition 4dr Sedan (1.8L 4cyl 4A) 2013 Red,foreign used,automatic,Toyota,Corolla,,Surulere,"₦ 12,999,999"
Toyota Corolla 2014 Red,foreign used,automatic,Toyota,Corolla,2014,Amuwo-Odofin,"₦ 17,000,000"
Toyota Highlander 2004 Gold,local used,automatic,Toyota,Highlander,2004,Ikotun/Igando,"₦ 6,950,000"
Kia Optima EX 4dr Sedan (2.4L 4cyl 6A) 2013 Gold,local used,automatic,Kia,Optima,,Kaduna / Kaduna State,"₦ 7,700,000"
BMW X3 2.0i 2007 Silver,local used,automatic,BMW,X3,,Kaduna / Kaduna State,"₦ 5,500,000"
Mercedes-Benz E350 Base 2dr Cabriolet RWD (3.5L 6cyl 7A) 2014 White,foreign used,automatic,,,,Asokoro,"₦ 26,000,000"
Toyota Land Cruiser 2023 Black,local used,automatic,Toyota,Land,,Asokoro,"₦ 41,500,000"
Toyota Highlander Limited 3.5L 2WD 2013 Blue,local used,automatic,Toyota,Highlander,,Lokogoma,"₦ 13,500,000"
Mercedes-Benz C300 2015 Black,local used,automatic,,,,Gudu,"₦ 17,500,000"
Ford Focus Wagon 2000 Silver,local used,manual,Ford,Focus,,Zaria,"₦ 2,300,000"
Toyota Camry Automatic 1998 Gray,local used,automatic,Toyota,Camry,,Zaria,"₦ 2,600,000"
Toyota Venza 2012 Blue,local used,automatic,Toyota,Venza,2012,Abeokuta South,"₦ 13,100,000"
Mercedes-Benz G-Class 2017 Silver,foreign used,automatic,,,,Alimosho,"₦ 70,000,000"
Lexus RX 2010 Gray,local used,automatic,Lexus,RX,2010,Ikeja,"₦ 18,000,000"
Toyota HiAce SV Premium 2013 White,local used,automatic,Toyota,HiAce,,Port-Harcourt,"₦ 13,000,000"
Toyota RAV4 2.0 4x4 2004 Black,local used,automatic,Toyota,RAV4,,Surulere,"₦ 4,000,000"
Toyota Corolla LE 2005 Silver,local used,automatic,Toyota,Corolla,,Central Business District,"₦ 7,000,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2005 Gray,foreign used,automatic,Toyota,Camry,,Agege,"₦ 8,500,000"
Lexus ES 350 2008 Silver,local used,automatic,Lexus,ES,,Onitsha,"₦ 8,000,000"
Toyota Sienna 2000,local used,automatic,Toyota,Sienna,2000,Lokogoma,"₦ 2,900,000"
Mercedes-Benz CLS 2014 Black,local used,automatic,,,,Lokogoma,"₦ 14,000,000"
New Toyota Hilux 2021 White,new,automatic,New,Toyota,,Central Business District,"₦ 53,000,000"
Land Rover Range Rover Evoque 2016 White,foreign used,automatic,Land,Rover,,Central Business District,"₦ 25,500,000"
Mercedes-Benz CLA-Class 2014 White,local used,automatic,,,,Port-Harcourt,"₦ 16,500,000"
Lexus IS 250 2008 Red,local used,automatic,Lexus,IS,,Surulere,"₦ 9,000,000"
Toyota Highlander 3.0 2001 Black,local used,automatic,Toyota,Highlander,,Agege,"₦ 5,500,000"
Mercedes-Benz C300 Luxury 4matic Sedan AWD (2.0L 4cyl 7A) 2017 White,foreign used,automatic,,,,Ajah,"₦ 25,000,000"
Toyota Sienna LE AWD (3.3L V6 5A) 2004 Blue,local used,automatic,Toyota,Sienna,,Agege,"₦ 5,800,000"
Lexus RX 2002 Silver,local used,automatic,Lexus,RX,2002,Agege,"₦ 4,550,000"
Honda Accord EX 4dr Sedan (2.4L 4cyl CVT) 2014 White,local used,automatic,Honda,Accord,,Kaduna / Kaduna State,"₦ 11,400,000"
Mercedes-Benz C300 Luxury 4Matic Sedan AWD (3.0L 6cyl 7A) 2010 Gray,local used,automatic,,,,Asokoro,"₦ 5,750,000"
Lexus RX 350 2021 Black,foreign used,automatic,Lexus,RX,,Oshodi,"₦ 52,000,000"
Lexus ES 350 2010 Silver,foreign used,automatic,Lexus,ES,,Ojo,"₦ 14,200,000"
Jaguar XF 35t Prestige AWD 2017 Blue,foreign used,automatic,Jaguar,XF,,Lokogoma,"₦ 25,000,000"
Lexus GX 460 Luxury 2014 Black,local used,automatic,Lexus,GX,,Lokogoma,"₦ 38,000,000"
Mercedes-Benz E350 Base 4dr Sedan RWD (3.5L 6cyl 7A) 2012 White,local used,automatic,,,,Lokogoma,"₦ 10,500,000"
Toyota Hilux Revo Double Cab Petrol 2.7 AWD 2018 White,local used,automatic,Toyota,Hilux,,Lokogoma,"₦ 41,000,000"
Lexus ES 350 FWD 2013 Black,local used,automatic,Lexus,ES,,Alimosho,"₦ 14,800,000"
Nissan Altima 2010 White,local used,automatic,Nissan,Altima,2010,Ikeja,"₦ 5,500,000"
Toyota Land Cruiser 2015 Black,local used,automatic,Toyota,Land,,Ikeja,"₦ 55,000,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2013 Gray,local used,automatic,Toyota,Camry,,Central Business District,"₦ 8,500,000"
Toyota Highlander Limited 4x4 V6 (3.5L 6cyl 8A) 2018 Green,foreign used,automatic,Toyota,Highlander,,Central Business District,"₦ 32,000,000"
Toyota Venza V6 AWD 2010 Green,foreign used,automatic,Toyota,Venza,,Lekki,"₦ 19,800,000"
Honda Accord 2017 Gray,foreign used,manual,Honda,Accord,2017,Mabushi,"₦ 13,500,000"
Toyota Venza XLE 2021 White,foreign used,automatic,Toyota,Venza,,Mabushi,"₦ 47,000,000"
Toyota Hilux 2021 White,local used,automatic,Toyota,Hilux,2021,Mabushi,"₦ 57,000,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2014 Gray,foreign used,automatic,Toyota,Camry,,Mabushi,"₦ 15,000,000"
Toyota Tacoma 2012 Gray,foreign used,automatic,Toyota,Tacoma,2012,Alimosho,"₦ 28,000,000"
Toyota Corolla S 4dr Sedan (1.8L 4cyl 4A) 2012 Gray,local used,automatic,Toyota,Corolla,,Yaba,"₦ 9,000,000"
Mercedes-Benz S-Class S 500 4MATIC L (V222) 2014 White,foreign used,automatic,,,,Central Business District,"₦ 48,000,000"
Toyota Corolla 2015 Black,foreign used,automatic,Toyota,Corolla,2015,Port-Harcourt,"₦ 9,650,000"
Toyota Camry 2015 Silver,local used,automatic,Toyota,Camry,2015,Port-Harcourt,"₦ 15,700,000"
Toyota Camry 2001 Black,local used,automatic,Toyota,Camry,2001,Port-Harcourt,"₦ 2,450,000"
Lexus RX 2005 Brown,local used,automatic,Lexus,RX,2005,Port-Harcourt,"₦ 7,500,000"
Toyota Avensis 2003 Red,local used,automatic,Toyota,Avensis,2003,Port-Harcourt,"₦ 4,300,000"
Honda Accord 2008 Red,local used,automatic,Honda,Accord,2008,Port-Harcourt,"₦ 4,850,000"
Toyota Venza AWD 2012 Red,local used,automatic,Toyota,Venza,,Mushin,"₦ 13,000,000"
Kia Optima EX Turbo Sedan (2.0L 6cyl 6A) 2012 White,local used,automatic,Kia,Optima,,Agege,"₦ 9,500,000"
Toyota Highlander 2012 Black,foreign used,automatic,Toyota,Highlander,2012,Ogba,"₦ 16,000,000"
Toyota Corolla 2005 Silver,foreign used,automatic,Toyota,Corolla,2005,Agege,"₦ 10,200,000"
Hyundai Santa Fe 2013 Gray,local used,automatic,Hyundai,Santa,,Agege,"₦ 14,999,999"
Hyundai Sonata 2014 Brown,foreign used,automatic,Hyundai,Sonata,2014,Ogba,"₦ 22,500,000"
Kia Rio 2014 Brown,local used,automatic,Kia,Rio,2014,Ikeja,"₦ 6,500,000"
Toyota RAV4 Limited 4dr SUV AWD (2.5L 4cyl 6A) 2015 White,foreign used,automatic,Toyota,RAV4,,Amuwo-Odofin,"₦ 25,500,000"
Mercedes-Benz GLE-Class GLE 400 4MATIC 2017 White,foreign used,automatic,,,,Amuwo-Odofin,"₦ 78,000,000"
Mercedes-Benz GLC-Class 2016 Black,foreign used,automatic,,,,Amuwo-Odofin,"₦ 38,500,000"
Mercedes-Benz GLC-Class 2018 Silver,foreign used,automatic,,,,Amuwo-Odofin,"₦ 38,500,000"
Lexus GX 470 2008 Gold,foreign used,automatic,Lexus,GX,,Amuwo-Odofin,"₦ 23,500,000"
Honda CR-V EX FWD 2018 Silver,foreign used,automatic,Honda,CR-V,,Amuwo-Odofin,"₦ 33,000,000"
Mercedes-Benz CLA-Class CLA 250 4MATIC Sedan 2014 Black,foreign used,automatic,,,,Amuwo-Odofin,"₦ 20,000,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2013 White,foreign used,automatic,Toyota,Camry,,Surulere,"₦ 14,999,999"
Land Rover Range Rover 2013 Gold,local used,automatic,Land,Rover,,Central Business District,"₦ 29,000,000"
Ford F-150 2007 Green,local used,manual,Ford,F-150,2007,Central Business District,"₦ 8,000,000"
Toyota Corolla LE 2004 Green,local used,automatic,Toyota,Corolla,,Kaduna / Kaduna State,"₦ 5,600,000"
Toyota Avalon 2008 Black,local used,automatic,Toyota,Avalon,2008,Ikotun/Igando,"₦ 5,900,000"
Toyota Prius HSD Hybrid 2005 Blue,local used,automatic,Toyota,Prius,,Asokoro,"₦ 3,800,000"
Mercedes-Benz C300 2013 Gray,foreign used,automatic,,,,Amuwo-Odofin,"₦ 15,400,000"
Honda Accord 2014 White,foreign used,automatic,Honda,Accord,2014,Amuwo-Odofin,"₦ 14,800,000"
Toyota Hilux Revo Double Cab Petrol 2.7 RWD 2018 White,local used,manual,Toyota,Hilux,,Lokogoma,"₦ 38,000,000"
Toyota Land Cruiser 4.0 V6 EXR 2016 Matt Black,local used,manual,Toyota,Land,,Lokogoma,"₦ 65,000,000"
Toyota Camry Automatic 1998 Silver,local used,automatic,Toyota,Camry,,Zaria,"₦ 2,100,000"
Hyundai Santa Fe 2015 Black,local used,automatic,Hyundai,Santa,,Ikeja,"₦ 14,500,000"
Mazda CX-9 Sport AWD 2008 Black,foreign used,automatic,Mazda,CX-9,,Surulere,"₦ 6,800,000"
Lexus GX 460 Luxury 2018 White,foreign used,automatic,Lexus,GX,,Central Business District,"₦ 48,000,000"
Toyota Highlander V6 2005 Black,local used,automatic,Toyota,Highlander,,Nyanya,"₦ 5,400,000"
Ford Ranger Super Cab 2008 White,local used,automatic,Ford,Ranger,,Nyanya,"₦ 4,300,000"
Toyota Land Cruiser 2003 Black,local used,automatic,Toyota,Land,,Ikeja,"₦ 33,500,000"
Mercedes-Benz GLE-Class 2016 Blue,local used,automatic,,,,Lekki,"₦ 55,500,000"
Ford Explorer Limited AWD 2018 Black,foreign used,automatic,Ford,Explorer,,Lekki,"₦ 39,000,000"
Toyota RAV4 3.5 Sport 2010 Gray,foreign used,automatic,Toyota,RAV4,,Agege,"₦ 14,000,000"
Scion iM Base 2016 White,foreign used,automatic,Scion,iM,,Mabushi,"₦ 16,300,000"
Lexus GX 460 Luxury 2015 Silver,foreign used,automatic,Lexus,GX,,Gwarinpa,"₦ 55,000,000"
Mercedes-Benz GLK-Class 350 2010 Black,local used,automatic,,,,Apo District,"₦ 11,200,000"
Toyota Corolla 2006 Gray,local used,automatic,Toyota,Corolla,2006,Lokogoma,"₦ 6,500,000"
Toyota Highlander Limited 4x4 V6 (3.5L 6cyl 8A) 2018 Gray,foreign used,automatic,Toyota,Highlander,,Central Business District,"₦ 45,000,000"
Toyota 4-Runner Limited 4x4 2018 Black,foreign used,automatic,Toyota,4-Runner,,Central Business District,"₦ 45,000,000"
Lexus LX 570 (5 seats) AWD 2017 Gray,foreign used,automatic,Lexus,LX,,Wuse 2,"₦ 80,000,000"
Lexus RX 350 2012 White,foreign used,automatic,Lexus,RX,,Ibadan,"₦ 21,500,000"
Toyota RAV4 2008 Red,local used,automatic,Toyota,RAV4,2008,Owerri,"₦ 9,500,000"
Toyota Matrix Hatchback FWD (1.8L 4cyl 5M) 2008 Silver,local used,automatic,Toyota,Matrix,,Agege,"₦ 5,500,000"
Mercedes-Benz GLK-Class 350 4MATIC 2014 Gray,foreign used,automatic,,,,Ajah,"₦ 22,500,000"
Toyota Camry 2010 Red,local used,automatic,Toyota,Camry,2010,Ogba,"₦ 7,300,000"
New Bestune T33 1.2 FWD 2022 Blue,new,automatic,New,Bestune,,Ikeja,"₦ 16,000,000"
Toyota Camry 2008 Gray,local used,automatic,Toyota,Camry,2008,Agege,"₦ 8,200,000"
Honda Pilot 2008 Black,foreign used,automatic,Honda,Pilot,2008,Agege,"₦ 9,500,000"
Toyota Corolla Base 4dr Sedan (1.8L 4cyl 5M) 2010 Gray,foreign used,automatic,Toyota,Corolla,,Ibadan,"₦ 8,800,000"
Lexus RX 300 2002 Silver,local used,automatic,Lexus,RX,,Agege,"₦ 4,450,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2014 Red,foreign used,automatic,Toyota,Camry,,Ikeja,"₦ 14,850,000"
Lexus RX 330 2005 Blue,local used,automatic,Lexus,RX,,Surulere,"₦ 9,000,000"
Mercedes-Benz GLK-Class 350 4MATIC 2010 Silver,foreign used,automatic,,,,Ikeja,"₦ 15,700,000"
Mercedes-Benz GLA 250 2015 Red,foreign used,automatic,,,,Amuwo-Odofin,"₦ 27,000,000"
Toyota Corolla Base 4dr Sedan (1.8L 4cyl 5M) 2010 Red,local used,automatic,Toyota,Corolla,,Surulere,"₦ 6,499,999"
Toyota Camry SE V6 4dr Sedan (3.5L 6cyl 6AM) 2008 Silver,local used,automatic,Toyota,Camry,,Kaduna / Kaduna State,"₦ 5,900,000"
Toyota Venza 2011 White,foreign used,automatic,Toyota,Venza,2011,Amuwo-Odofin,"₦ 18,900,000"
Toyota Corolla 2019 Black,foreign used,automatic,Toyota,Corolla,2019,Jahi,"₦ 25,000,000"
Ford F-150 4.6 1997 Red,local used,automatic,Ford,F-150,,Asokoro,"₦ 5,500,000"
Toyota Avensis 1.8 VVT-i 2006 Gray,foreign used,manual,Toyota,Avensis,,Amuwo-Odofin,"₦ 4,680,000"
Infiniti FX35 Base 4x4 (3.5L 6cyl 5A) 2005 Black,local used,automatic,Infiniti,FX35,,Owan,"₦ 5,000,000"
Toyota Camry 2013 Black,local used,automatic,Toyota,Camry,2013,Central Business District,"₦ 10,200,000"
Mercedes-Benz M Class ML 350 4Matic 2013 Black,local used,automatic,,,,Lokogoma,"₦ 25,000,000"
Toyota Sequoia 2007 Brown,local used,automatic,Toyota,Sequoia,2007,Lokogoma,"₦ 5,500,000"
Lexus RX 350 2010 Silver,local used,automatic,Lexus,RX,,Alimosho,"₦ 17,100,000"
Toyota Corolla LE 4dr Sedan (1.8L 4 cyl 4A) 2009 Silver,foreign used,automatic,Toyota,Corolla,,Alimosho,"₦ 11,000,000"
Ford Explorer 2016 Brown,local used,automatic,Ford,Explorer,2016,Ilupeju,"₦ 12,000,000"
Toyota Highlander Sport 2006 Blue,local used,automatic,Toyota,Highlander,,Ikeja,"₦ 6,600,000"
Honda Civic 2005 Silver,foreign used,automatic,Honda,Civic,2005,Katampe,"₦ 8,900,000"
Toyota RAV4 Limited 4dr SUV AWD (2.5L 4cyl 6A) 2014 Black,local used,automatic,Toyota,RAV4,,Lekki,"₦ 13,500,000"
Hyundai Sonata 2012 Silver,foreign used,automatic,Hyundai,Sonata,2012,Lekki,"₦ 12,000,000"
Toyota Sienna LE 2009 Gold,foreign used,automatic,Toyota,Sienna,,Surulere,"₦ 13,500,000"
Toyota Hilux Revo Double Cab Petrol 2.7 RWD 2022 Gray,foreign used,automatic,Toyota,Hilux,,Central Business District,"₦ 53,000,000"
Honda Element 2004 Orange,local used,automatic,Honda,Element,2004,Abule Egba,"₦ 4,500,000"
Toyota Highlander Limited 2008 Red,foreign used,automatic,Toyota,Highlander,,Agege,"₦ 17,500,000"
Mercedes-Benz CLA-Class CLA 250 4MATIC Sedan 2015 Black,foreign used,automatic,,,,Mabushi,"₦ 25,000,000"
Lexus LX 570 AWD 2015 Gold,foreign used,automatic,Lexus,LX,,Lokogoma,"₦ 60,000,000"
Toyota Corolla 2015 Gray,local used,automatic,Toyota,Corolla,2015,Lokogoma,"₦ 12,500,000"
BMW X6 2010 Silver,local used,automatic,BMW,X6,2010,Lokogoma,"₦ 8,000,000"
Toyota Corolla LE 4dr Sedan (1.8L 4 cyl 4A) 2009 Red,local used,automatic,Toyota,Corolla,,Central Business District,"₦ 8,200,000"
Toyota Venza 2012 Gray,local used,automatic,Toyota,Venza,2012,Lokogoma,"₦ 12,000,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2012 White,foreign used,automatic,Toyota,Corolla,,Central Business District,"₦ 12,500,000"
Toyota Highlander 2012 Blue,foreign used,automatic,Toyota,Highlander,2012,Central Business District,"₦ 21,000,000"
Honda Accord 2008 Black,local used,automatic,Honda,Accord,2008,Port-Harcourt,"₦ 5,200,000"
Lexus ES 350 2009 White,local used,automatic,Lexus,ES,,Port-Harcourt,"₦ 9,500,000"
Toyota Corolla 2006 Silver,local used,automatic,Toyota,Corolla,2006,Agege,"₦ 4,700,000"
Toyota Venza V6 AWD 2010 White,local used,automatic,Toyota,Venza,,Ogba,"₦ 13,500,000"
Hyundai Sonata Limited Sedan FWD (2.4L 4cyl 6A) 2012 White,foreign used,automatic,Hyundai,Sonata,,Port-Harcourt,"₦ 13,000,000"
Lexus IS 300 AWD 2016 White,foreign used,automatic,Lexus,IS,,Lokogoma,"₦ 37,500,000"
Toyota Sienna CE FWD (3.3L V6 5A) 2004 Green,local used,automatic,Toyota,Sienna,,Gwarinpa,"₦ 5,500,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2009 Black,local used,automatic,Toyota,Camry,,Lekki,"₦ 6,700,000"
Ford Explorer Limited FWD 2018 Burgundy,local used,automatic,Ford,Explorer,,Ikeja,"₦ 21,500,000"
Toyota Camry 2013 Black,foreign used,automatic,Toyota,Camry,2013,Port-Harcourt,"₦ 11,500,000"
Hyundai Sonata Limited 2.0T Sedan (2.0L 4cyl 6A) 2012 Silver,foreign used,automatic,Hyundai,Sonata,,Lekki,"₦ 11,500,000"
Toyota Sequoia Limited 4dr SUV 4WD (5.7L 8cyl 6A) 2008 Black,local used,automatic,Toyota,Sequoia,,Ikeja,"₦ 14,000,000"
Lexus RX 350 2008 Silver,foreign used,automatic,Lexus,RX,,Ikeja,"₦ 11,950,000"
Lexus RX 330 2005 Silver,foreign used,automatic,Lexus,RX,,Surulere,"₦ 11,700,000"
Chevrolet Traverse 2010 White,foreign used,automatic,Chevrolet,Traverse,2010,Ajah,"₦ 9,500,000"
Mercedes-Benz E350 2013 Black,foreign used,automatic,,,,Lekki,"₦ 22,000,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2013 Black,foreign used,automatic,Toyota,Camry,,Lekki,"₦ 15,750,000"
Nissan Frontier Automatic 2005 Silver,local used,automatic,Nissan,Frontier,,Osogbo,"₦ 11,500,000"
Hyundai Sonata Limited 4dr Sedan (2.4L 4cyl 6A) 2015 White,foreign used,automatic,Hyundai,Sonata,,Amuwo-Odofin,"₦ 17,000,000"
Volkswagen Passat 1.8 T 2005 Blue,local used,manual,Volkswagen,Passat,,Surulere,"₦ 3,999,999"
Peugeot 308 2009 Gray,local used,manual,Peugeot,308,2009,Kaduna / Kaduna State,"₦ 4,000,000"
Mercedes-Benz E320 2005 Blue,local used,automatic,,,,Kaduna / Kaduna State,"₦ 5,300,000"
Peugeot 307 1.6 Break 110 Grand Filou Cool 2006 Blue,local used,automatic,Peugeot,307,,Kaduna / Kaduna State,"₦ 3,300,000"
Ford Fiesta SE Sedan 2012 White,local used,automatic,Ford,Fiesta,,Kaduna / Kaduna State,"₦ 6,600,000"
Lexus RX 330 2005 Gray,local used,automatic,Lexus,RX,,Kaduna / Kaduna State,"₦ 8,200,000"
Toyota Sequoia 2011 Gray,foreign used,automatic,Toyota,Sequoia,2011,Amuwo-Odofin,"₦ 22,700,000"
Lexus RX 2010 Red,foreign used,automatic,Lexus,RX,2010,Amuwo-Odofin,"₦ 21,400,000"
Lexus RX 350 2010 Gray,local used,automatic,Lexus,RX,,Isolo,"₦ 20,500,000"
Nissan Frontier Crew Cab LE 2007 Blue,local used,automatic,Nissan,Frontier,,Lokogoma,"₦ 8,500,000"
Acura MDX Sport 4dr AWD (3.7L 6cyl 5A) 2008 Gray,local used,automatic,Acura,MDX,,Zaria,"₦ 6,000,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2009 Silver,foreign used,automatic,Toyota,Camry,,Alimosho,"₦ 10,300,000"
Toyota Highlander 2002 Black,local used,automatic,Toyota,Highlander,2002,Port-Harcourt,"₦ 5,568,750"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6AM) 2010 White,foreign used,automatic,Toyota,Camry,,Alimosho,"₦ 10,200,000"
Toyota Matrix 2004 Black,local used,automatic,Toyota,Matrix,2004,Lugbe District,"₦ 4,738,500"
Honda Accord 2009 Gray,local used,automatic,Honda,Accord,2009,Ikeja,"₦ 5,900,000"
Lexus ES 330 Sedan 2004 Black,local used,automatic,Lexus,ES,,Ikeja,"₦ 5,850,000"
Toyota Venza 2016 Black,foreign used,automatic,Toyota,Venza,2016,Ikeja,"₦ 23,500,000"
